,0,0,0,0,0
99,"[시그널] 한진칼에 칼 뺐던 국민연금, 경영참여 결국 포기하나",,김상훈 기자,서울경제,2020/6/23
100,"[단독]국민연금, 한진칼 경영 손 떼면 한진家 ‘남매전쟁’ 전망은","국민연금이 한진칼 경영에서 손을 떼게 되면 한진그룹 경영권 분쟁은 앞으로 더 복잡한 양상을 띠게 된다. 국민연금의 지분율(2.9%) 자체는 크지 않지만 연기금이라는 성격상 한진그룹을 대하는 정부 입장을 대변한다는 상징성이 있어 ‘캐스팅보트’로 거론됐기 때문이다.
실제 한진그룹은 국민연금의 경영 개입으로 ‘천당과 지옥’을 오갔다. 지난해 3월 고 조양호 전 회장의 대한항공 사내이사 연임안에 ‘반대’ 의견을 냈다가 딱 1년 뒤인 지난 3월 한진칼 주주총회에서는 조원태 회장의 사내이사 연임안에 찬성표를 던졌다. 정확히 국민연금의 ‘표심’대로 조 전 회장은 대한항공 사내이사 연임에 실패한 반면 조 회장은 KCGI, 반도건설, 조현아 전 대한항공 부사장 등 ‘3자연합’과의 분쟁에서 경영권 방어에 성공했다.
문제는 국민연금이 뒤로 빠진 이후다. 3월 주총 패배 뒤에도 3자연합은 반도건설의 자금력을 앞세워 한진칼 지분을 공격적으로 사들이고 있다. 지난달 반도건설로 추정되는 기타법인은 한진칼 보통주 122만 4280주(2.1%)를 1100억원에 사들였다.
3자연합이 확보한 것으로 알려진 지분은 현재 44.85%로 조 회장 측 지분(41.40%)을 넘어선다. 최근 3자연합은 대한항공 유상증자를 위해 한진칼 경영진이 결정한 신주인수권부사채(BW) 발행에도 “기존 주주의 이익을 해친다”면서 법적 대응을 시사했다. 재계에서는 3자연합이 새로 확보한 지분을 바탕으로 오는 9월쯤 임시주주총회를 소집해 재대결을 준비할 것으로 보고 있다.
‘우군’이었던 국민연금이 한진칼 경영에 더이상 개입하지 않겠다며 발을 뺀다면 조 회장을 비롯한 현 경영진에게는 부담이 될 수밖에 없다.
황용식 세종대 경영학과 교수는 “중립을 지켜야 하는 연기금 특성상 국민연금이 지속적으로 ‘캐스팅보트’로 주목받는 것에 대해 부담을 느꼈을 수도 있고 지배구조 개선 면에서 어느 정도 소기의 목적을 달성했다고 판단했을 수도 있다”면서 “다만 정부 지분 상징성을 감안할 때 앞으로 국민연금의 지분을 누가 확보하는지가 2차 분쟁의 관건으로 보인다”고 말했다.
오경진 기자 oh3@seoul.co.kr",오경진,서울신문,2020/6/23
101,"[단독]국민연금, 한진칼 경영권 손 떼나…비공개 회의 개최","국민연금이 한진칼 경영에서 손을 뗄 것으로 보인다. 기관투자자로서 한진칼 실적 악화에 따른 수익률 저하와 계속되는 한진그룹 경영권 분쟁에서의 중립성 논란 등을 고려한 것으로 풀이된다. 국민연금이 지난 3월 한진칼 주주총회에서 조원태 회장의 ‘우군’으로 힘을 실어 줬던 만큼 앞으로 한진그룹 경영권 갈등은 더욱 복잡해질 전망이다.
23일 국민연금과 재계 등에 따르면 국민연금기금 수탁자책임전문위원회(수탁위)는 전날(22일) 한진칼 주식 보유 목적을 기존 ‘경영참여’에서 ‘단순투자’나 ‘일반투자’로 변경하는 안을 두고 비공개 회의를 연 것으로 확인됐다. 수탁위 한 관계자는 “지난해 국민연금이 한진칼에 경영참여를 하게 됐는데 지속되는 경영권 다툼 속에서 오해를 받을 수 있다는 판단에 (경영참여를) 정리해 보자는 공감대가 있었다”면서 “시기를 감안해 이날 바로 결론을 내리지는 못했으나 앞으로 계속 논의하기로 결정했다”고 밝혔다.
또 다른 수탁위 관계자는 “장기적으로 기금의 이익을 위해 판단할 것”이라고 말했다.
이를 두고재계 안팎에서는 국민연금이 한진칼 경영권에서 손을 떼는 수순이라고 본다. 지난해부터 국민연금은 한진칼 보유 지분율을 지속적으로 낮춰 왔다. 지난해 4월 5.36%였던 지분율은 지난 3월 주주총회 때 2.9%까지 줄었다.
통상 재계에서 투자자가 지분 보유 목적을 경영참여에서 단순·일반 투자 단계로 낮추는 논의를 한다는 것은 기업 경영권에 더는 적극적으로 개입하지 않겠다는 의미로 받아들여진다. 이윤아 한국기업지배구조원 부연구위원은 “한진칼 수익률 저하에 따른 ‘엑시트’(투자 후 출구전략)이거나 기업 가치 측면에서 개선 여지가 적다고 판단한 것일 수 있다”면서 “앞으로 경영에 관여할 생각이 없다는 시그널”이라고 분석했다.
앞서 국민연금은 2018년 스튜어드십코드(기관투자자 의결권 행사 유도 지침)를 도입한 뒤 대한항공 등 ‘오너 리스크’가 불거진 기업의 지배구조 개선을 위해 적극적으로 목소리를 내오며 의결권을 행사했다. 지난해 3월 국민연금이 고 조양호 전 대한항공 회장의 사내이사 연임안을 부결시킨 것이 대표적이다. 이 때문에 만일 국민연금이 최종적으로 한진그룹 지주회사인 한진칼 경영에서 손을 떼기로 결정한다면 2라운드 경영권 분쟁에 접어든 상황에서 ‘남매전쟁’이 고차방정식으로 접어들 것으로 보인다.
오경진 기자 oh3@seoul.co.kr
백민경 기자 white@seoul.co.kr",오경진,서울신문,2020/6/23
102,"코로나 쇼크 심각하지만…대한항공, 기안기금 받는 시기 고심","◆ 재계 비상경영 ◆
총 40조원 규모 기간산업안정기금(기안기금)의 '1호 대상'으로 예상됐던 대한항공이 기금 수혈 시기를 일단 연기할 것으로 보인다. 코로나19로 경영 타격이 심각하지만 최근 화물운송사업이 예상 밖으로 호조를 보이면서 최대한 자구 노력을 통해 자금 소요를 충당한 후 기금 요청 시기를 결정한다는 복안이다.
23일 항공업계와 채권단에 따르면 대한항공은 8000억원 규모로 추산되는 기안기금의 요청 시기를 늦추는 방안을 검토 중이다. 이달 말 예상되는 공고 후 신청은 하지만 대내외 여건을 지켜보며 자금을 받는 시점을 조율한다는 취지다. 그동안 대한항공은 기안기금 지원 대상 1순위로 거론돼 왔다. '총 차입금 5000억원, 직원 수 300명 이상의 항공업·해운업'이라는 지원 기준을 충족하고, 기금 운용의 기본 방향에 맞게 '코로나19에 따른 일시적 유동성 위기'를 겪고 있기 때문이다. 대한항공은 지난 2월 코로나19 확산 이후 극심한 유동성 위기를 겪었다.
결국 채권단에서 1조2000억원을 지원받고, 그 대신 1조원 규모 유상증자와 서울 송현동 용지 매각 등 자구 노력을 통해 총 2조원의 자금을 확보하기로 했다. 그럼에도 매달 5000억~6000억원에 달하는 고정비와 만기가 도래하는 회사채 등을 감당하기에는 역부족이다. 이 때문에 기내식·항공정비(MRO) 사업부와 LA윌셔그랜드센터 등의 추가 매각 결정과 함께 기안기금도 서둘러 신청할 것으로 예상돼 왔다.
그러나 대한항공의 화물사업이 호조세를 보이면서 최근 이러한 기류에 변화가 생겼다는 전언이다. 실제로 수개월째 적자에 빠져 있는 여객사업과 달리 화물사업은 선방하고 있다. 코로나19 관련 의약품 및 의료장비와 해외 공장 재가동에 따른 부품·장비 등의 항공 운송이 증가하면서 운임이 오른 영향이다. 전체 매출에서 화물사업이 차지하는 비중은 지난 1분기 기준 27% 정도다. 노선별 매출 비중을 보면 북미가 40%로 가장 많고 유럽(23%), 동남아시아(17%), 중국(13%) 순이다. 화물운송료지수(TAC Index)에 따르면 지난 4월 홍콩·북미 노선의 항공화물운임은 ㎏당 5.7달러를 기록했다. 이는 전년 동기 대비 58.1% 상승한 수치다.
상황이 이렇다 보니 업계에서는 '굳이 까다로운 조건을 받아들이면서 대한항공이 서둘러 기금을 받을 필요가 있겠느냐'는 관측이 나온다. 기존 지원금과 자구 노력으로 최대한 버티다가 그래도 부족하면 요청하지 않겠느냐는 것이다. 기안기금 지원을 받으려면 기금운용심의회 심사를 거쳐야 하고, 지원에 대한 대가로 고용 유지, 정상화 이익 공유, 도덕적 해이 방지 등 조건이 부과된다. 예를 들어 정상화 이익 공유를 위해 기금은 지원 금액의 최소 10%를 신주인수권부 사채 등 주식연계증권으로 취득한다는 조건이 있다.
대한항공은 기금 수혈을 늦추더라도 아예 안 받을 수는 없다는 입장이다. 코로나19 여파가 언제까지 지속될지 알 수 없어 앞으로의 실적을 섣불리 예단할 수 없기 때문이다. 게다가 최근 항공화물 영업 경쟁이 치열해지면서 운임도 평년 수준으로 낮아지고 있다. 대한항공은 이달 중 1조2000억원 규모 채권단 지원이 완료되면 올 상반기 실적 등을 고려해 기금을 지급받는 시기를 확정할 방침이다.
다만 채권단 입장이 변수가 될 수 있다. 채권단이 대한항공에 지원하는 1조2000억원을 추후 기안기금으로 전환한다는 계획을 세운 바 있기 때문이다. 이 자금을 어느 계정에 두느냐에 따라 추가 지원 금액은 달라질 수 있다.
[최승진 기자 / 송광섭 기자]","최승진,송광섭",매일경제,2020/6/23
103,"대한항공 신주인수권 24일 상장…기존 주주, 보유가 이득?",,임근호(eigen@hankyung.com);,한국경제,2020/6/23
104,아이티엠반도체 148억원 규모 채무보증 결정 예외,,스톡봇,국민일보,2020/6/23
105,S&P “한진인터내셔널 ‘부정적 관찰대상’ 유지”…등급 또 하향?,"대한항공 자회사 한진인터내셔널에 대한 국제신용평가사들의 부정적 평가가 잇따르고 있다.

모회사인 대한항공의 유동성 압박 우려가 기저에 깔려 있는 만큼 추가 강등 가능성도 배제할 수 없는 상황이다. 23일 증권가에 따르면 국제신용평가사인 스탠더드앤푸어스(S&P)는 전날 한진인터내셔널의 신용등급을 ‘부정적 관찰대상’으로 유지했다.

앞서 S&P는 지난 4월에 한진인터내셔널 신용등급을 ‘B-’에서 ‘CCC+’로 하향 조정한 바 있다.

S&P는 한진인터내셔널의 유동성을 문제 삼고 있다. 미국 로스앤젤레스(LA) 중심가에서 윌셔 그랜드 센터 호텔을 운영 중인 한진인터내셔널의 차입금 전액은 총 8억9700만달러(약 1조원)로, 모두 오는 9~10월에 만기가 돌아온다. 여기에는 모기업인 대한항공이 지급보증을 서고 있다.

S&P는 “코로나19로 인한 미국 호텔 영업 차질과 채권시장의 리스크 회피 성향으로 인해 향후 3개월 간 상당한 유동성 압박에 직면할 것”이라고 판단하고 있다.

올해 한진인터내셔널의 상각 전 영업이익(EBITDA)은 1000만~2500만달러 적자로 예상되는 데다 향후 2~3년 간 적자 지속 가능성이 큰 만큼, 같은 기간 연간 4000만~6500만달러로 추정되는 자금조달 비용을 감당하기 어려울 것으로 봤다.

대한항공의 지원 지속 가능성은 크지만, 관련 불확실성 역시 높다고 지적했다. 평소 대한항공 매출의 60~70%에 해당하는 해외 여객노선의 운항이 80~90% 중단됐기 때문이다. 실적 부진에 단기채무규모가 5조원이 넘는 상황에서 추진 중인 유상증자 결과도 지켜봐야 한다.

이에 추가 등급 하향 가능성도 고개를 들고 있다. S&P는 “한진인터내셔널의 차환 계획과 대한항공의 추가적인 자금 확보 수준을 확인한 후 향후 2~3개월 내에 신용등급을 다시 검토할 계획”이라고 밝혔다.

앞서 무디스는 지난 3월 한진인터내셔널 기업신용등급을 ‘B2’에서 ‘B3’로 하향 조정하고, 추가 하향조정 검토에 착수하기도 했다.

국내 신용평가사들은 대한항공에 대해 경고등을 켜고 있다.

한국신용평가는 지난 16일 국내 항공사 정기평가 결과 대한항공에 대해 이익창출력과 재무안정성 저하가 불가피하다며 ‘하향 검토’를 유지하기로 했다고 밝혔다. 한국기업평가도 대한항공을 하향검토 워치리스트에 올렸다. 강승연 기자",강승연 기자,헤럴드경제,2020/6/23
106,"대웅제약 ‘나보타’, 대만 품목허가로 중화권 진출 초읽기","전 세계 52개국 품목허가 획득 및 80여 개국 판매 계약 체결 완료



대웅제약은 자체 개발 ‘보툴리눔 톡신’ 일명 ‘보톡스’ 제제인 ‘나보타’(사진)가 대만 위생복리부 식품약물관리서(Taiwan Food and Drug Administration·TFDA)로부터 미간 주름을 개선할 수 있는 용도로 품목허가를 획득했다고 23일 밝혔다.



나보타의 대만 판매는 대웅제약의 파트너사 ‘오리엔트 유로파마(Orient Europharma Co., Ltd.’가 맡으며 올해 하반기 중 대만 현지에 나보타를 발매할 예정이다. 오리엔트 유로파마는 대만에 본사를 둔 글로벌 제약 회사로, 미용·성형 관련 분야에서 주요 파이프라인 및 영업망을 확보하고 있다.



박성수 대웅제약 나보타 사업본부장은 “대만은 아시아 지역에서 미용 시장이 급성장하고 있는 국가 중 하나이자, 중국 진출을 대비해 성공 가능성을 시험해볼 수 있는 중요한 시장이라는 점에서 그 의미가 크다”며 “이번 허가를 통해 글로벌 브랜드로서 나보타의 위상을 더욱 강화할 수 있을 것으로 기대한다”고 밝혔다.



대웅제약이 자체 제조해 공급 중인 보툴리눔 톡신은 현재 미국, 캐나다, 유럽 등 전 세계 52개국에서 품목허가를 획득했으며 약 80개국에서 판매 계약 체결을 완료했다.



이경택 기자",이경택,문화일보,2020/6/23
107,"[특징주] 권리락 티웨이항공, 제주항공...전날 대비 강세","티웨이항공(091810)과 제주항공(089590)이 권리락 이후에도 전장보다 오른 모습을 보이고 있다.

23일 오전 9시58분 현재 티웨이항공은 전 거래일보다 115원(2.94%) 오른 3,155원에 거래되고 있다. 제주항공도 전날보다 400원(2.42%) 상승한 1만6,950원을 나타내고 있다.

티웨이항공과 제주항공은 전날 권리락을 통해 종가가 각각 3,065원과 1만6,650원으로 정해졌다.

증자를 실시하게 되면 기존 주주는 특정 기일까지 해당 기업의 주식을 살 때 새 주식을 싼 가격에 받을 권리가 생긴다. 이 특정 기일이 지난 후에는 주식을 사도 신규 배정 권리가 없어지는데 이를 권리락이라고 한다. 증권가에서는 신종 코로나바이러스 감염증(코로나19) 사태 이후 경제 재개 움직임 기대감 등에 따라 항공주 주가가 움직이고 있다고 보고 있다. 이날 대한항공우(1.57%), 아시아나항공(0.77%), 진에어(0.48%) 등도 전 거래일보다 오른 모습이다. 대한항공은 1.84% 내린 1만8,600원에 거래되고 있다.
/심우일기자 vita@sedaily.com",심우일 기자,서울경제,2020/6/23
108,"대웅제약, 대만서 보툴리눔톡신 나보타 시판허가 받아",,한경우,매일경제,2020/6/23
109,"대웅제약 '나보타', 대만서 품목허가…中시장 공략 박차","[머니투데이 최태범 기자]

대웅제약이 보툴리눔 톡신 제제 '나보타'로 동남아와 중국 등 아시아 시장 공략에 나섰다.

23일 대웅제약에 따르면 대만 위생복리부 식품약물관리서(Taiwan Food and Drug Administration, TFDA)는 나보타의 미간주름 적응증에 대한 품목허가를 승인했다.

대웅제약은 “대만은 동남아시아 지역 내 미용시장의 성장이 기대되는 국가 중 하나”라며 “이번 허가를 통해 아시아 미용성형시장에서 나보타의 위상을 한 단계 높일 수 있게 됐다”고 했다.

대웅제약은 올해 하반기 중 대만 현지에 나보타를 발매할 예정이다. 나보타의 대만 판매는 파트너사 '오리엔트 유로파마(Orient Europharma Co., Ltd.'가 맡는다.

오리엔트 유로파마는 대만에 본사를 둔 글로벌 제약 회사로, 미용·성형 관련 분야에서 주요 파이프라인과 강력한 영업망을 확보하고 있어 나보타 발매시 시너지가 기대된다고 대웅제약은 설명했다.

대웅제약의 보툴리눔 톡신은 현재 미국·캐나다·유럽 등 전 세계 52개국에서 품목허가를 획득했으며 약 80개국에서 판매계약 체결을 완료했다. 나보타는 동남아 중 태국·필리핀·베트남·인도에서 발매됐다. 지난해 12월 인도네시아에서도 품목허가를 획득했다.

박성수 대웅제약 나보타 사업본부장은 ""대만은 중국 진출을 대비해 성공 가능성을 시험해볼 수 있는 중요한 시장이라는 점에서 그 의미가 크다""며 ""이번 허가를 통해 글로벌 브랜드로서 나보타의 위상을 더욱 강화할 수 있을 것으로 기대한다""고 밝혔다.",최태범|기자|,머니투데이,2020/6/23
110,"S&P, 한진인터내셔널에 “부정적 관찰대상 유지”…등급 또 강등? 중복","[헤럴드경제=강승연 기자] 대한항공 자회사 한진인터내셔널에 대한 국제신용평가사들의 부정적 평가가 잇따르고 있다. 모회사인 대한항공의 유동성 압박 우려가 기저에 깔려 있는 만큼 추가 강등 가능성도 배제할 수 없는 상황이다.

23일 증권가에 따르면 국제신용평가사인 스탠더드앤푸어스(S&P)는 전날 한진인터내셔널의 신용등급을 ‘부정적 관찰대상’으로 유지했다. 앞서 S&P는 지난 4월에 한진인터내셔널 신용등급을 ‘B-’에서 ‘CCC+’로 하향 조정한 바 있다.

S&P는 한진인터내셔널의 유동성을 문제 삼고 있다. 미국 로스앤젤레스(LA) 중심가에서 윌셔 그랜드 센터 호텔을 운영 중인 한진인터내셔널의 차입금 전액은 총 8억9700만달러(약 1조원)로, 모두 오는 9~10월에 만기가 돌아온다. 여기에는 모기업인 대한항공이 지급보증을 서고 있다.

S&P는 “코로나19로 인한 미국 호텔 영업 차질과 채권시장의 리스크 회피 성향으로 인해 향후 3개월 간 상당한 유동성 압박에 직면할 것”이라고 판단하고 있다. 올해 한진인터내셔널의 상각 전 영업이익(EBITDA)은 1000만~2500만달러 적자로 예상되는 데다 향후 2~3년 간 적자 지속 가능성이 큰 만큼, 같은 기간 연간 4000만~6500만달러로 추정되는 자금조달 비용을 감당하기 어려울 것으로 봤다.

대한항공의 지원 지속 가능성은 크지만, 관련 불확실성 역시 높다고 지적했다. 평소 대한항공 매출의 60~70%에 해당하는 해외 여객노선의 운항이 80~90% 중단됐기 때문이다. 실적 부진에 단기채무규모가 5조원이 넘는 상황에서 추진 중인 유상증자 결과도 지켜봐야 한다.

이에 추가 등급 하향 가능성도 고개를 들고 있다. S&P는 “한진인터내셔널의 차환 계획과 대한항공의 추가적인 자금 확보 수준을 확인한 후 향후 2~3개월 내에 신용등급을 다시 검토할 계획”이라고 밝혔다. 앞서 무디스는 지난 3월 한진인터내셔널 기업신용등급을 ‘B2’에서 ‘B3’로 하향 조정하고, 추가 하향조정 검토에 착수하기도 했다.

국내 신용평가사들은 대한항공에 대해 경고등을 켜고 있다. 한국신용평가는 지난 16일 국내 항공사 정기평가 결과 대한항공에 대해 이익창출력과 재무안정성 저하가 불가피하다며 ‘하향 검토’를 유지하기로 했다고 밝혔다. 한국기업평가도 대한항공을 하향검토 워치리스트에 올렸다.

spa@heraldcorp.com",강승연 기자,헤럴드경제,2020/6/23
111,"자금수혈 급한 항공사, 비행기까지 내다파나","대한항공 3,000억 CB 발행
신종 코로나바이러스 감염증(코로나19)에 직격탄을 맞은 항공사들이 악화된 경영상황을 풀깅기 위해 자금조달에 나서고 있다. 하지만 코로나 19 상황이 장기화 될 것이란 전망이 나오며 자금조달도 쉽지 않다. 일각에서는 이러다 보유한 항공기까지 팔아야 할 정도라는 말까지 나온다.

23일 항공업계에 따르면 대한항공(003490)은 지난 22일 KDB산업은행과 수출입은행의 자금 지원에 앞서 전환사채권(CB) 발행으로 3,000억원을 조달했다. 하이브리드 채권형 방식으로 운영자금(900억원)과 채무상환자금(2,100억원)으로 사용될 예정이다. 만기 이자율은 4.98%다.

이번 대한항공의 CB는 사모 방식으로 발행돼 산업은행과 수출입은행이 각각 1,800억원, 1,200억원 규모로 전량을 인수할 예정이다. 산은과 수은은 대한항공에 대출(2,000억원), ABS 인수 (7,000억원), CB 인수(3,000억원) 등 1조 2,000억원의 자금 집행에 이어 연말까지 약 2조원의 자금을 지원할 것으로 전망된다. 이 외에도 대한항공은 1조1,587억원 규모의 유상증자를 통해 자금을 조달할 예정이다. 주주배정 후 실권주 일반공모 방식으로 진행되며, 다음달 9일부터 우리사주조합의 청약이 예정돼 있다. 대주주인 한진칼은 유상증자 참여를 위해 3,000억원의 신주인수권부사채( BW)를 발행한다.


티웨이항공(091810)과 제주항공(089590)도 22일 유상증자 신주발행가액을 확정하고 8월 신주 상장을 목표로 관련 절차에 본격 착수했다. 티웨이항공과 제주항공 모두 유상증자를 주주배정후 실권주 일반 공모 방식으로 진행한다. 티웨이항공은 운영자금 목적으로 574억원 규모를, 제주항공은 운영자금과 채무상환자금을 목표로 1,585억원 규모의 유상증자를 추진할 계획이다. 하지만 주주들이 얼마나 참여할 지는 미지수다.


일각에서는 항공사들이 자체적인 자금 마련이 어려울 경우 보유 중인 항공기 매각까지 추진할 것이란 예측도 나오고 있다. 실제로 에미레이트항공을 비롯해 루프트한자와 에어프랑스, 델타항공, 아메리칸항공 등은 보유 중인 항공기 중 대형항공기를 시작으로 조기 퇴역을 추진하고 있다. 대한항공은 지난 5월 말 기준 166대의 항공기를 보유하고 있으며 이 가운데 40%가 직접 구매했다. 아시아나항공(020560)은 86대 가운데 3분의 1이 구매이고 나머지는 리스로 운영하고 있다. 항공업계 관계자는 “코로나19로 항공기를 매각해도 매수자가 없고 리스 계약을 철회할 경우 패널티가 감당 못할 정도”라며 “당장 항공기 매각에 나서지는 못할 것”이라고 말했다. /박시진기자 see1205@sedaily.com",박시진 기자,서울경제,2020/6/23
112,"캠코, 대한항공 송현동 부지 매입 검토",,김형석,아주경제,2020/6/23
113,"[생생소식] 괌, 7월 1일부터 한국 일본 대만 입국 승인","코로나19로 중단됐던 국제 항공편이 속속 재개되면서 코로나 이후 여행에 대한 기대감이 점차 높아지고 있다. 대한항공이 현재 13개에서 32개 노선으로 국제선 운항을 확대하고 아시아나항공도 13개 노선 운항을 재개한다. 또 올해 말 소멸 예정인 2010년 적립 마일리지 유효기간을 내년까지 1년 연장하기로 했다는 것도 반가운 소식이다. 인기 휴양지 괌은 7월 1일부터 한국 일본 대만의 입국을 재개한다. 온라인투어는 8월 이후 출발상품 얼리버드 기획전을 연다.
괌 정부가 7월 1일부터 한국 일본 대만의 입국을 재개한다. 괌 정부는 의무적 시설격리와 검진 절차가 해제돼 7월 1일부터 3개국의 방문객이 괌을 다시 방문할 수 있게 됐다고 밝혔다.
루 레온 게레로 괌 주지사는 ""괌은 지난 몇 주 동안 코로나19의 확산을 방지하고 그에 필요한 지침을 시행했다""며 ""이제는 방문객이 괌의 하파데이 정신을 느낄 수 있도록 모든 준비가 되어 있다""고 말했다.
칼 구티에레즈 괌정부관광청장은 ""괌을 기다려준 여행·관광 업계 파트너들에게 감사드린다""고 전하며 ""지금은 우리가 일어나서 움직일 때(Get up and Move)""라고 말했다. 이어 그는 ""코로나19 확산 방지에 모범적인 사례를 보여준 한국 일본 대만과 괌의 노력이 결합돼 괌은 이제 방문객을 맞이할 준비가 돼 있다고 확신한다""고 밝혔다. 한편 괌정부관광청은 지난 12일 집에서 괌 여행을 추억할 수 있는 'Give Us A Moment' 캠페인을 오픈했다.

■ 온라인투어, 얼리버드 기획전 오픈
온라인투어가 8월 이후 출발상품을 예약하는 고객에게 좋은 상품과 함께 다양한 혜택을 전하는 '얼리버드의 슬기로운 여행' 기획전을 오픈했다.
8월 이후 출발상품에 해당하는 기획전으로 보다 안전한 여행이 되도록 신경 쓴 게 눈에 띈다. 고객 편의를 위해 저렴한 예약금, 취소 수수료 면제 혜택까지 제공한다. 뿐만 아니라 9% 추가 할인이라는 가장 실질적인 혜택도 놓치지 않고 있다.
다양한 혜택 속에 여행 전문가가 추천하는 여행지도 만날 수 있다. 남녀노소 누구나 좋아하고 누구와 함께 가도 제격인 호주, 뉴질랜드, 캐나다, 괌, 냐짱, 보라카이 등 안전하고 쾌적한 여행지를 추천한다. 자세한 내용은 온라인투어 홈페이지와 모바일 앱을 통해 확인할 수 있다.
[전기환 여행작가]",전기환,매일경제,2020/6/23
114,"구조조정 전문공기업 캠코, 기업 자산 매각 프로그램 초읽기","구조조정 전문 공기업인 캠코가 코로나19로 어려움을 겪는 기업들의 부동산 등 자산을 사기 위해 기업 자산 매입 프로그램을 다음 달 본격적으로 가동합니다.

캠코는 오늘(22일) 이사회를 열고 기업자산 매입을 위해 올해 2조 원의 캠코채를 발행하기로 했다고 밝혔습니다.

대기업의 경우 재무구조 개선 기업, 채권단 지원 요청 기업 등이 우선 지원 대상입니다.

이에 따라 대한항공이 매각을 추진하는 서울 송현동 부지는 물론 두산그룹이 두산중공업을 살리기 위해 내놓은 두산타워 등이 인수 대상으로 꼽힙니다.

최두희 [dh0226@ytn.co.kr]",최두희,YTN,2020/6/22
115,"캠코, 2조 캠코채 발행…기업자산 매입 프로그램 운영","내달 본격 가동…규모·수요 조사 후 순차적 발행
한국자산관리공사(캠코)가 2조원의 기업자산 매입 프로그램의 재원을 마련했다. 캠코는 다음 달부터 유동성 자금이 필요한 기업에게 자산 매각 신청을 받을 예정이다. [사진=한국자산관리공사]


캠코는 22일 오전 이사회를 열고 2조원의 캠코채를 발행하기로 했다. 

기업자산 매입은 내달 중순 이후가 될 전망이다. 내달 초 신청기업을 접수받은 후 자산 매입을 위한 채권 발행에 들어간다. 캠코는 신청기업의 매각자산 규모에 따라 순차적으로 채권이 발행하고, 특히 매각자산의 가치 산정을 위해서는 회계법인 등 외부 전문기관의 평가를 진행할 계획이다.

캠코의 주요 매입 물건으로는 대한항공의 송현동 부지와 두산그룹의 클럽모우CC, 두산타워 등이 거론되고 있다.

캠코 관계자는 ""2조원 규모 캠코채 발행으로 자금조달이 어려운 기업의 자산매각을 진행할 수 있게 됐다""면서 ""기업이 신청한 매각자산 중 규모와 수요 등을 분석해 순차적으로 매입을 진행할 것""이라고 설명했다.
김형석 기자 khs84041@ajunews.com",김형석,아주경제,2020/6/22
116,"美국경보호국, 'SK이노 공장 현장 불법취업 시도' 한국인 33명 추방","[아시아경제 박소연 기자, 정현진 기자] 미국 정부가 SK이노베이션의 미국 공장 건설 현장에 취업할 목적으로 불법 입국하려던 한국인 33명을 적발해 추방한 것으로 뒤늦게 드러났다.

22일 미국 국토안보부 세관국경보호국(CBP)과 SK이노베이션에 따르면 지난달 애틀랜타 하츠필드-잭슨 국제공항에서 허위 고용증명서를 갖고 미국에 불법 취업하려 한 한국인들이 적발됐다. CBP는 우선 대한항공 항공편으로 인천에서 온 12명의 입국을 불허했다.

CBP는 이들을 대상으로 저사를 진행한 결과 배터리공장에서 2∼3개월 근무한 후 6000∼7000달러(약 727만∼849만원)를 지급받을 예정인 것으로 조사됐다고 밝혔다. 이들은 자신들이 특정 업무에 필요한 기술을 지녔다는 내용의 고용증명서를 당국에 제출했는데, 증명서는 허위였다고 CBP는 설명했다.

CBP는 이어 며칠 후 허위 고용증명서를 지닌 것으로 의심되는 한국인 21명을 추가 적발했다고 설명했다. 이들은 애틀랜타 인근 시설에 구금된 후 같은 달 말 한국으로 추방됐다. 이번에 적발된 한국인들은 미국의 정식 취업비자 대신 여행비자(ESTA·전자여행허가제)만 취득한 상태였던 것으로 드러났다.

SK이노베이션 측은 추방된 한국인들이 자회사인 SK배터리아메리카(SKBA)의 조지아주 공장 건설 현장에서 일하려 했으며, 미국 협력업체가 불법적으로 고용했다고 확인했다. SK이노베이션 측은 추방된 한국인들이 2차 협력업체인 미국 기업이 고용해 입국하게끔 하려던 근로자들이었다면서 ""SKBA에서 해당 협력업체들에 강하게 유감을 표하고 재발하지 않도록 당부했다""고 해명했다.

박소연 기자 muse@asiae.co.kr

정현진 기자 jhj48@asiae.co.kr",박소연,아시아경제,2020/6/22
117,"구조조정 전문공기업 캠코, 기업 자산 사기 위해 또 나선다",,이학렬|기자|,머니투데이,2020/6/22
